"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"1597","001","30","Beaverhead","Montana","MT",83,"frontier status, population size, poverty, age",29,8773,2,15.7,23.4,61.1,12.8,2.7,97.4,0.2,1.6,0.2,3.3,614,172,194,640,510,3,4,1,11,4,9,0,3,9,NA,1,1,1,1,1,1,NA,20.7,75.7,20.5,17.8,10.7,7.9,1515,1263,176,91.2,45.6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,26,NA,NA,NA,25,NA,NA,NA,23,NA,NA,NA,NA,77.7,76.5,827.7,898.6,11.8,17.1,5.7,6
"1598","003","30","Big Horn","Montana","MT",86,"frontier status, population size, poverty, age",38,13149,3,24,33.3,57.4,8.3,1.1,35.8,0.1,61.4,0.4,4.1,1775,455,265,836,711,1,4,1,4,3,15,2,3,40,845,1,1,1,1,1,1,NA,29.9,80.4,32.6,24.7,30.7,9.4,3404,1055,181,98.9,30.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,24,NA,18,NA,16,NA,27,NA,21,NA,22,NA,27,NA,NA,72.8,76.5,1119.6,898.6,17.2,17.1,5.8,6
"1599","005","30","Blaine","Montana","MT",86,"frontier status, population size, poverty, age",38,6629,2,22.2,30.3,57.1,11,1.6,50.4,0.3,48,0.2,1.5,851,128,328,440,358,1,4,1,34,4,8,88,4,22,NA,1,1,1,1,1,1,NA,27.5,80.5,26.5,28.6,33.7,8,1672,822,108,60.3,30.2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,10,NA,31,NA,20,NA,29,NA,18,NA,29,NA,21,NA,18,NA,21,NA,NA,76.8,76.5,970.7,898.6,17.4,17.1,5.9,6
"1600","007","30","Broadwater","Montana","MT",85,"frontier status, population size, poverty, age",25,4517,4,13,20.5,60.2,16.8,2.5,97.9,0.4,1.2,0.2,1.4,485,87,93,339,223,1,4,0,4,4,3,0,3,2,1081,1,1,1,1,1,1,NA,26.7,72.5,21.4,NA,19.3,8.4,712,755,132,44.3,22.1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,29,NA,NA,NA,28,NA,NA,NA,24,NA,NA,NA,NA,77.7,76.5,825.4,898.6,24.5,17.1,6.6,6
"1601","009","30","Carbon","Montana","MT",84,"frontier status, population size, poverty, age",52,9902,5,11.2,20.4,63.2,13.4,2.9,98.4,0.2,0.6,0.3,2,850,190,215,743,499,1,3,3,4,3,10,1,4,2,NA,1,1,1,1,1,1,NA,21.2,75.4,17.2,26.1,20.2,3.6,1554,1518,161,70.7,40.4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,20,NA,NA,NA,28,NA,NA,NA,21,NA,NA,NA,NA,79.3,76.5,778.7,898.6,10.3,17.1,3.4,6
"1602","011","30","Carter","Montana","MT",84,"frontier status, population size, poverty, age",52,1320,0,12.2,19.9,60.7,16.4,3,99.2,0.1,0.4,0.3,0.7,159,25,23,100,71,0,3,0,1,3,2,0,3,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,326,236,18,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,38,NA,NA,NA,37,NA,NA,NA,17,NA,NA,NA,NA,77.5,76.5,833.5,898.6,NA,17.1,NA,6
"1603","013","30","Cascade","Montana","MT",19,"frontier status, population size, poverty, age",37,79569,29,13.9,24.7,60.4,12.6,2.4,91.1,1.2,4.6,0.8,2.6,6933,1605,1950,5666,4034,15,4,8,50,3,60,3,3,16,67045,1,1,1,1,1,1,NA,20.9,77.8,21.9,29.6,18.5,6.5,11727,11281,1952,86.7,61.6,1,2,30,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,27,NA,10,NA,NA,NA,NA,NA,NA,NA,10,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,20,NA,24,NA,13,NA,25,NA,23,NA,23,NA,20,29,NA,76.9,76.5,848,898.6,14.2,17.1,5.8,6
"1604","015","30","Chouteau","Montana","MT",82,"frontier status, population size, poverty, age",37,5463,1,15,24,57.4,15.4,3.2,84.1,0.1,15.5,0.3,0.7,477,95,96,394,292,0,3,2,3,3,8,0,3,2,NA,1,1,1,1,1,1,NA,22.6,78.5,22.7,NA,15.7,4.4,919,952,101,73.2,18.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,21,NA,NA,NA,33,NA,NA,NA,20,NA,NA,NA,NA,76.8,76.5,771.4,898.6,16.9,17.1,4.9,6
"1605","017","30","Custer","Montana","MT",84,"frontier status, population size, poverty, age",52,11267,3,13.9,23.5,59.2,14.4,2.8,97.4,0.1,1.5,0.4,1.7,1168,215,295,816,578,0,3,4,9,3,13,1,4,2,0,1,1,1,1,1,1,NA,24.9,74.3,18.9,26.1,22.2,5.8,1791,1950,329,79.9,53.3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,29,NA,NA,NA,28,NA,NA,NA,24,NA,NA,NA,NA,77.5,76.5,944.4,898.6,14.1,17.1,4.8,6
"1606","019","30","Daniels","Montana","MT",81,"frontier status, population size, poverty, age",58,1836,1,11.9,18.7,58,19.8,3.5,97.2,0.2,1.4,0.5,1.7,200,28,41,141,90,0,3,1,0,3,2,0,3,0,NA,1,1,1,1,1,1,NA,NA,82.5,NA,NA,10.6,10.3,361,463,27,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,31,NA,NA,NA,26,NA,NA,NA,24,NA,NA,NA,NA,75.8,76.5,809.2,898.6,14.4,17.1,5,6
"1607","021","30","Dawson","Montana","MT",84,"frontier status, population size, poverty, age",52,8688,4,12.7,21.2,60.5,15.8,2.5,98,0.3,1.4,0.1,1.3,1046,150,277,647,460,1,3,3,4,3,10,1,4,2,NA,1,1,1,1,1,1,NA,26.9,80.4,22.8,29,21.9,7.2,1162,1519,177,80.6,46,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,12,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,28,NA,NA,NA,29,NA,NA,NA,21,NA,NA,NA,NA,77.5,76.5,775.9,898.6,17,17.1,5.6,6
"1608","023","30","Deer Lodge","Montana","MT",70,"frontier status, population size, poverty, age, population density",37,8948,12,14.8,19.9,61.7,15.4,3,95.5,0.3,2.4,0.4,1.9,986,226,282,677,477,1,4,1,3,3,12,0,3,5,NA,1,1,1,1,1,1,NA,27.9,76.8,24.8,33.6,25.7,6.9,1369,1740,369,67.1,44.7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,29,NA,NA,NA,29,NA,NA,NA,20,NA,NA,NA,NA,77.8,76.5,997,898.6,18,17.1,7.5,6
"1609","025","30","Fallon","Montana","MT",82,"frontier status, population size, poverty, age",37,2717,2,9.7,20.9,59.8,16.6,2.8,98.8,0.2,0.6,0.4,0.6,276,44,92,203,140,0,3,1,1,3,4,1,4,1,NA,1,1,1,1,1,1,NA,27.7,83.5,21,NA,25.7,3.8,296,512,41,36.8,36.8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,40,NA,NA,NA,30,NA,NA,NA,23,NA,NA,NA,NA,77.5,76.5,800.9,898.6,20.4,17.1,3.2,6
"1610","027","30","Fergus","Montana","MT",84,"frontier status, population size, poverty, age",52,11551,3,14.9,21.2,58.3,17.1,3.4,96.8,0.1,1.7,0.3,1,1129,282,352,859,581,3,4,4,21,4,13,0,3,2,NA,1,1,1,1,1,1,NA,23.5,74.1,24,22.5,16.2,6.5,2311,2241,269,103.9,60.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,28,NA,NA,NA,29,NA,NA,NA,22,NA,NA,NA,NA,76.4,76.5,874.6,898.6,13.2,17.1,5,6
"1611","029","30","Flathead","Montana","MT",23,"frontier status, population size, poverty, age",37,83172,16,12.6,23.2,63.7,11.4,1.7,96.7,0.3,1.2,0.5,1.8,7235,1917,2709,6033,4242,12,4,4,34,3,65,4,3,31,872203,1,1,1,1,1,1,NA,16.3,71.7,14,21.3,17.8,5.1,11102,10767,1871,90.2,52.9,2,2,17,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,23,NA,NA,NA,28,NA,NA,NA,22,NA,NA,NA,NA,77.3,76.5,870,898.6,12.9,17.1,5.7,6
"1612","031","30","Gallatin","Montana","MT",19,"frontier status, population size, poverty, age",37,78210,30,11.5,22.5,68.9,7.4,1.2,96.6,0.4,1,0.9,2.2,3354,1328,960,5740,4794,14,4,7,39,3,52,0,3,14,52955,1,1,1,1,1,1,NA,13.5,77.3,11.5,15.2,14.9,2.9,9074,6329,741,86.9,46,1,2,28,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,20,NA,NA,NA,24,NA,NA,NA,22,NA,NA,NA,NA,79.3,76.5,712.5,898.6,8.1,17.1,4,6
"1613","033","30","Garfield","Montana","MT",82,"frontier status, population size, poverty, age",37,1199,0,11.6,22.6,57.2,15.8,4.3,98.6,0.1,1.2,0.2,0.4,130,26,39,88,57,1,4,1,1,3,2,0,3,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,243,222,13,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,25,NA,NA,NA,NA,75.8,76.5,813.5,898.6,NA,17.1,NA,6
"1614","035","30","Glacier","Montana","MT",86,"frontier status, population size, poverty, age",38,13552,5,25.6,32.2,57.8,8.6,1.4,34.5,0.1,63.3,0.1,2,1662,439,351,878,764,1,4,1,11,3,16,22,4,42,NA,1,1,1,1,1,1,NA,30.4,79.1,29.9,27.2,35.3,10.2,3578,1247,204,59,29.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,35,NA,NA,NA,NA,NA,19,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,23,NA,24,NA,20,NA,30,NA,23,NA,22,NA,20,NA,NA,74.4,76.5,1092,898.6,18.2,17.1,6.6,6
"1615","037","30","Golden Valley","Montana","MT",87,"frontier status, population size, poverty, age",32,1159,1,17.9,24.4,59.6,14,2.1,98.2,0,1.4,0.2,1.4,230,23,36,83,58,0,3,0,1,3,1,0,3,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,258,175,31,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,37,NA,NA,NA,NA,76.4,76.5,698.4,898.6,NA,17.1,NA,6
"1616","039","30","Granite","Montana","MT",87,"frontier status, population size, poverty, age",32,2965,2,14.9,20,62.3,15.8,1.9,97.3,0,1.2,0.2,1.3,262,68,73,224,153,0,3,0,2,3,4,0,3,1,NA,1,1,1,1,1,1,NA,15.3,NA,20.5,NA,15.5,11,567,393,65,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,25,NA,NA,NA,30,NA,NA,NA,26,NA,NA,NA,NA,77.8,76.5,917.5,898.6,17.4,17.1,6.7,6
"1617","041","30","Hill","Montana","MT",86,"frontier status, population size, poverty, age",38,16304,6,18.1,27.2,60,10.6,2.2,78.4,0.2,19.3,0.3,1.7,1325,345,345,1127,924,1,4,2,31,4,20,63,4,54,NA,1,1,1,1,1,1,NA,22.5,76.7,24.3,25.7,26.2,6.2,3138,2085,338,73.6,49.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,41,NA,41,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,37,NA,20,NA,17,NA,35,NA,26,NA,22,NA,26,NA,NA,76.9,76.5,886.4,898.6,14.6,17.1,5,6
"1618","043","30","Jefferson","Montana","MT",78,"frontier status, population size, poverty, age",43,11170,7,9.2,22.7,66.6,9.5,1.2,96.7,0.2,1.4,0.4,1.7,751,212,263,819,606,0,3,3,3,3,11,0,3,4,14349963,1,1,1,1,1,1,NA,18.1,80.1,15.3,21.8,21.7,5.4,1246,1114,275,80.6,17.9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,31,NA,NA,NA,23,NA,NA,NA,24,NA,NA,NA,NA,77.7,76.5,965.2,898.6,10.3,17.1,4.8,6
"1619","045","30","Judith Basin","Montana","MT",84,"frontier status, population size, poverty, age",52,2198,1,16.2,21.5,59.4,15.7,3.4,99.1,0,0.4,0,0.8,192,48,56,163,114,1,4,1,1,3,3,0,3,0,NA,1,1,1,1,1,1,NA,24.9,NA,22.5,NA,11.6,8.5,539,378,45,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,27,NA,NA,NA,30,NA,NA,NA,27,NA,NA,NA,NA,76.9,76.5,695.2,898.6,15.5,17.1,6.5,6
"1620","047","30","Lake","Montana","MT",36,"frontier status, population size, poverty, age",23,28297,19,19.1,25.7,59.4,12.8,2.1,73.1,0.3,23.5,0.3,3,2935,619,688,1995,1501,2,3,5,17,3,24,0,3,16,NA,1,1,1,1,1,1,NA,22.3,75.8,20.8,24.3,23.6,5.6,5585,3696,580,70.7,38.9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,51,NA,13,NA,NA,NA,18,NA,NA,NA,13,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,18,NA,29,NA,20,NA,26,NA,28,NA,25,NA,27,NA,NA,75.6,76.5,861.2,898.6,14.6,17.1,5.6,6
"1621","049","30","Lewis and Clark","Montana","MT",19,"frontier status, population size, poverty, age",37,58449,17,11.7,23,64.5,10.7,1.8,95.6,0.3,2.1,0.6,1.7,3447,1154,1124,4252,3040,14,4,6,36,4,42,4,3,11,10861,1,1,1,1,1,1,NA,19.5,78.6,20.5,21.1,18.3,5.7,6333,6836,1346,90.7,54.7,1,2,36,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,14,NA,NA,NA,26,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,19,NA,NA,NA,24,NA,26,NA,22,NA,35,NA,NA,77.7,76.5,854.1,898.6,12.1,17.1,5.7,6
"1622","051","30","Liberty","Montana","MT",82,"frontier status, population size, poverty, age",37,2003,1,13.7,19.5,57,19.6,3.9,99.5,0,0.1,0.4,0.2,360,40,50,152,104,0,3,1,4,4,3,0,3,1,NA,1,1,1,1,1,1,NA,NA,85.9,NA,NA,4.2,9.1,375,620,60,99.9,49.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,21,NA,NA,NA,NA,76.9,76.5,672.1,898.6,10,17.1,5.6,6
"1623","053","30","Lincoln","Montana","MT",83,"frontier status, population size, poverty, age",29,19193,5,18.3,21.7,60.8,15.3,2.1,96.2,0.2,1.5,0.4,1.8,2693,638,766,1422,975,6,4,2,8,3,19,1,4,19,0,1,1,1,1,1,1,NA,24.2,79.7,22.3,29,27.3,6.8,3366,3010,833,83.4,41.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,28,NA,NA,NA,29,NA,NA,NA,24,NA,NA,NA,NA,76.1,76.5,924.6,898.6,21.4,17.1,6.7,6
"1624","055","30","McCone","Montana","MT",85,"frontier status, population size, poverty, age",25,1805,1,12.7,21.1,57.4,18.7,2.8,97.1,0.6,1.3,0.4,1.2,183,35,41,135,88,0,3,0,1,3,2,0,3,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,418,336,17,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,20,NA,NA,NA,NA,75.8,76.5,749.6,898.6,NA,17.1,NA,6
"1625","057","30","Madison","Montana","MT",84,"frontier status, population size, poverty, age",52,7274,2,11.6,18.8,63.7,15.5,2,98.3,0,0.7,0.2,2,548,126,305,556,362,3,4,2,6,3,7,0,3,1,NA,1,1,1,1,1,1,NA,20.6,69.1,14.5,21,17.2,3.2,1281,1145,104,96.2,13.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,19,NA,NA,NA,32,NA,NA,NA,21,NA,NA,NA,NA,77.7,76.5,845.6,898.6,10.2,17.1,4.2,6
