County_FIPS_Code,State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,A_Wh_Comp,A_Bl_Comp,A_Ot_Comp,A_Hi_Comp,A_Wh_BirthDef,A_Bl_BirthDef,A_Ot_BirthDef,A_Hi_BirthDef,B_Wh_Injury,B_Bl_Injury,B_Ot_Injury,B_Hi_Injury,B_Wh_Cancer,B_Bl_Cancer,B_Ot_Cancer,B_Hi_Cancer,B_Wh_Homicide,B_Bl_Homicide,B_Ot_Homicide,B_Hi_Homicide,C_Wh_Injury,C_Bl_Injury,C_Ot_Injury,C_Hi_Injury,C_Wh_Homicide,C_Bl_Homicide,C_Ot_homicide,C_Hi_Homicide,C_Wh_Suicide,C_Bl_Suicide,C_Ot_Suicide,C_Hi_Suicide,C_Wh_Cancer,C_Bl_Cancer,C_Ot_Cancer,C_Hi_Cancer,D_Wh_Injury,D_Bl_Injury,D_Ot_Injury,D_Hi_Injury,D_Wh_Cancer,D_Bl_Cancer,D_Ot_Cancer,D_Hi_Cancer,D_Wh_HeartDis,D_Bl_HeartDis,D_Ot_HeartDis,D_Hi_HeartDis,D_Wh_Suicide,D_Bl_Suicide,D_Ot_Suicide,D_Hi_Suicide,D_Wh_HIV,D_Bl_HIV,D_Ot_HIV,D_Hi_HIV,D_Wh_Homicide,D_Bl_Homicide,D_Ot_Homicide,D_Hi_Homicide,E_Wh_Cancer,E_Bl_Cancer,E_Ot_Cancer,E_Hi_Cancer,E_Wh_HeartDis,E_Bl_HeartDis,E_Ot_HeartDis,E_Hi_HeartDis,F_Wh_HeartDis,F_Bl_HeartDis,F_Ot_HeartDis,F_Hi_HeartDis,F_Wh_Cancer,F_Bl_Cancer,F_Ot_Cancer,F_Hi_Cancer,LCD_Time_Span,ALE,US_ALE,All_Death,US_All_Death,Health_Status,US_Health_Status,Unhealthy_Days,US_Unhealthy_Days,Suicide,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Infant_Mortality,IM_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide..160,Injury,Total_Births,Total_Deaths
19,31,Buffalo,Nebraska,NE,28,"frontier status, population size, poverty, age",39,43572,45,10.4,26.1,62.6,9.4,1.9,97.6,0.7,0.4,0.6,5.2,2815,744,587,2614,1955,49,4,4,37,4,25,5,4,4,178453,1,1,1,1,1,1,NA,23.1,82.1,24.8,21,20.4,4.3,4979,4916,625,114.8,62,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,18,NA,NA,NA,11,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,23,NA,NA,NA,30,NA,NA,NA,20,NA,NA,NA,NA,79.4,76.5,772.5,898.6,10.1,17.1,4.3,6,13.1,6.1,1.5,11.8,1.9,1.8,24.2,11.5,5.9,NA,4.6,1.3,27,18,103.7,NA,43,18.3,60.9,13.1,18.1,3029,1647
21,31,Burt,Nebraska,NE,40,"frontier status, population size, poverty, age",62,7455,15,9.9,23.5,54.8,17.9,3.8,98,0.3,1.1,0.2,1.4,820,192,114,460,272,1,3,2,8,4,9,1,3,2,NA,1,1,1,1,1,1,NA,24.7,79.4,22.1,NA,19.5,5.7,970,1601,152,26.8,40.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,40,NA,NA,NA,32,NA,NA,NA,21,NA,NA,NA,NA,77.4,76.5,888.1,898.6,15,17.1,5,6,NA,5.2,1.3,9,3.5,0.9,24.5,17,5.6,NA,1.4,4.2,28,23.9,156.8,NA,59.1,36.7,96.5,NA,27.5,776,1148
23,31,Butler,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,8720,15,9.1,25,57.5,15.2,2.4,99.2,0.1,0.2,0.2,2.3,980,171,158,528,320,2,3,4,22,4,11,4,4,4,22890,1,1,1,1,1,1,NA,20.5,83.4,27.3,NA,21.8,6.6,862,1513,174,45.9,34.4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,24,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,29,NA,NA,NA,37,NA,NA,NA,18,NA,NA,NA,NA,78.9,76.5,852,898.6,16,17.1,6.5,6,10.9,4.9,0.7,9.1,1.9,2.8,17.4,13.5,3.1,NA,0,3.1,25.4,22.7,220,NA,38.1,26.9,63.2,10.9,14.9,1071,1053
25,31,Cass,Nebraska,NE,38,"frontier status, population size, poverty, age",35,25734,46,6.4,25.7,62.3,10.6,1.4,97.9,0.5,0.2,0.5,1.8,1814,576,401,1543,967,12,4,7,32,4,29,49,4,21,167721,1,1,1,1,1,1,NA,25.1,84.2,26.6,23.2,24,7.5,1990,3066,350,19.4,15.5,2,2,50,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,20,NA,NA,NA,15,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,24,NA,NA,NA,32,NA,NA,NA,19,NA,NA,NA,NA,78.5,76.5,857.9,898.6,12.7,17.1,5.6,6,12.6,6.7,1.3,11,2.9,2,23.2,14.5,6.6,NA,3.8,2.8,20.1,21.2,151.1,NA,55.1,22.5,63.7,12.6,21.3,3177,2054
27,31,Cedar,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9066,12,8.4,26.5,53.5,16.5,3.6,99.3,0.1,0.2,0,0.6,979,139,166,541,348,11,4,5,7,3,13,0,3,4,360,1,1,1,1,1,1,NA,25.2,NA,25.2,12.7,12.3,6.6,1132,1744,96,33.1,22.1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,29,NA,NA,NA,37,NA,NA,NA,16,NA,NA,NA,NA,79,76.5,739.2,898.6,10.2,17.1,3.8,6,14.2,4.4,1,7.9,0.9,2,12.6,12.3,8.9,NA,7.9,1,NA,22.8,148.2,NA,30,28.3,69.4,14.2,15.4,1146,1172
29,31,Chase,Nebraska,NE,82,"frontier status, population size, poverty, age",37,3866,4,10.1,22.9,56.6,17.2,3.4,99.4,0.2,0.1,0.2,4.3,369,61,61,240,139,6,4,2,6,4,5,1,4,1,28237,1,1,1,1,1,1,NA,20.8,NA,19.2,NA,11.1,6.6,611,854,46,129.3,25.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,22,NA,NA,NA,35,NA,NA,NA,18,NA,NA,NA,NA,77.5,76.5,833.3,898.6,14.8,17.1,5.1,6,NA,5.1,NA,7,4.2,NA,21.1,18.6,NA,NA,NA,NA,NA,25.1,133.3,NA,46.7,NA,52.3,NA,20.9,474,558
31,31,Cherry,Nebraska,NE,85,"frontier status, population size, poverty, age",25,6098,1,12.4,24.2,58.3,15,2.5,93.4,0.1,4.3,0.7,1,615,88,107,373,227,2,4,1,9,4,5,4,4,3,NA,1,1,1,1,1,1,NA,26.5,82.3,26.1,NA,18.3,5.8,1213,1127,106,65.6,32.8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,21,NA,NA,NA,26,NA,NA,NA,21,NA,NA,NA,NA,78.4,76.5,775.4,898.6,11.8,17.1,4.6,6,16.1,6.2,0.9,10,2.8,1.5,23.6,19.9,6,NA,4.5,1.5,23.7,28.7,88.7,NA,37.9,31.8,48.2,16.1,29.1,753,639
33,31,Cheyenne,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9993,8,9.5,24.1,60.2,13.4,2.3,97.6,0.2,0.8,1.1,4.6,908,151,158,611,367,2,3,5,7,3,13,3,4,4,0,1,1,1,1,1,1,NA,25.5,85.5,19.4,27.7,23.7,7.5,1338,1641,191,50,40,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,10,NA,NA,NA,14,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,25,NA,NA,NA,27,NA,NA,NA,19,NA,NA,NA,NA,76.4,76.5,894.2,898.6,19.7,17.1,6.3,6,22.5,6.2,1.6,10.8,4.2,2.1,26.2,16.8,8.1,NA,5.4,2.7,26.6,20.9,173.7,NA,42,27.2,55.7,22.5,27.1,1217,1162
35,31,Clay,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6733,12,10.4,24.1,57.2,16.1,2.6,98.8,0.3,0.4,0.3,4.2,606,121,153,413,253,3,3,4,6,3,9,0,3,3,395998,1,1,1,1,1,1,NA,22.9,77.9,24.7,18.8,19.3,5.9,905,1332,138,0,29.7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,14,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,22,NA,NA,NA,39,NA,NA,NA,17,NA,NA,NA,NA,77.8,76.5,861.9,898.6,12.1,17.1,3.5,6,NA,4.9,0.5,10.8,3,2.4,20.2,15.3,8.3,NA,5.5,2.8,23.3,25.2,149.4,NA,52.1,44.5,52.6,NA,25.9,832,856
37,31,Colfax,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,10433,25,9.5,28.2,54.8,13.7,3.3,98.2,0.1,0.4,1,31.6,1848,168,165,604,384,2,3,5,10,3,15,6,4,6,4709621,1,1,1,1,1,1,NA,30.5,76.5,21.5,NA,18.3,4.2,1758,3584,342,38.3,38.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,14,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,24,NA,NA,NA,37,NA,NA,NA,18,NA,NA,NA,NA,80.1,76.5,706.8,898.6,13,17.1,4.1,6,10.8,5.9,0.9,10.2,4.9,1.5,33.9,28.9,10,7.8,6.6,3.3,16.3,17.3,118.5,NA,31.7,25.8,52,10.8,22.9,1644,1064
39,31,Cuming,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,9688,17,8.8,25.2,54.7,16.7,3.4,99,0.2,0.5,0.2,7.9,1383,165,149,585,356,21,4,5,6,3,13,12,4,4,1035958,1,1,1,1,1,1,NA,28.6,76.6,26.1,NA,16.6,4.9,1384,1858,103,41.3,31,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,36,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,28,NA,NA,NA,38,NA,NA,NA,19,NA,NA,NA,NA,80.1,76.5,714,898.6,11.4,17.1,3.9,6,NA,5.2,0.5,10.8,2.8,2.7,20.9,17.8,5.1,NA,3.4,1.7,31,23.4,160.5,NA,32.6,31.7,53,NA,19,1313,1208
41,31,Custer,Nebraska,NE,82,"frontier status, population size, poverty, age",37,11410,4,12.3,24.6,55.1,16.7,3.6,98.8,0.2,0.6,0.2,1.3,976,180,430,694,417,10,4,5,21,4,16,3,4,4,NA,1,1,1,1,1,1,NA,26.9,85.4,25.7,25.1,15.4,6.8,2020,2292,232,70.1,35.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,23,NA,NA,NA,41,NA,NA,NA,17,NA,NA,NA,NA,78.4,76.5,812.5,898.6,15.9,17.1,5.6,6,NA,5.8,0.7,9.5,2.9,2.1,18.6,16.4,7.5,NA,6.7,0.8,22.9,17.7,196,NA,41.8,29.3,57.6,NA,22.4,1360,1660
43,31,Dakota,Nebraska,NE,38,"frontier status, population size, poverty, age",35,20349,77,10.8,31,58.2,9.2,1.5,91.5,1.5,2.4,3.3,28.8,3303,513,412,1135,747,6,4,6,12,3,24,23,4,18,10264205,1,1,1,1,1,1,NA,37.3,84.3,26,22.7,28.4,8.8,3414,2140,379,14.7,24.6,2,2,36,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,13,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,19,NA,NA,NA,21,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,31,NA,NA,NA,35,NA,NA,NA,20,NA,NA,NA,NA,77.4,76.5,954.1,898.6,14.2,17.1,5.5,6,16,6.7,1.5,12.5,4.4,1.3,35.5,13.2,7.5,3.8,6,1.5,30,23.8,185.2,NA,61.8,14,78.2,16,18.9,3712,1638
45,31,Dawes,Nebraska,NE,84,"frontier status, population size, poverty, age",52,8636,6,16,24.1,60.5,12.7,2.7,93.5,1.2,3.9,0.3,2.6,642,151,124,534,443,2,4,3,7,3,10,3,4,2,NA,1,1,1,1,1,1,NA,17.5,84,19.5,20.5,14.7,8.3,1397,1379,158,81.1,57.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,21,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,32,NA,NA,NA,32,NA,NA,NA,20,NA,NA,NA,NA,78.3,76.5,838.8,898.6,10.2,17.1,4.8,6,17.4,5.5,1.9,8.5,2.5,1.1,24.8,20.2,5.5,NA,4.4,1.1,32.2,20.4,173.3,NA,51.6,20.6,54.4,17.4,20.3,1017,908
47,31,Dawson,Nebraska,NE,57,"frontier status, population size, poverty, age, population density",42,24617,24,10.6,29.7,57.3,10.7,2.2,97.1,1,0.7,0.7,29.8,4065,546,361,1397,888,16,4,12,36,4,34,18,4,14,3588919,1,1,1,1,1,1,NA,27.5,80.6,23,21.4,24.4,5.9,4286,3169,378,56.9,48.7,2,2,37,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,45,22,NA,NA,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,23,NA,NA,NA,32,NA,NA,31,18,NA,NA,12,NA,76.9,76.5,836.8,898.6,17.1,17.1,4.6,6,11.2,7,1.1,11.7,4.8,1.4,33.8,27.2,10.5,8.5,6.3,4.2,30,19,134.8,5.3,45.7,27.4,51.5,11.2,31.6,4187,2357
49,31,Deuel,Nebraska,NE,79,"frontier status, population size, poverty, age",33,2004,5,10,20.5,56.8,18.5,4.3,98.7,0,0.5,0.5,2.8,211,34,42,129,75,0,3,0,1,3,3,0,3,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1.1,292,466,39,49.9,149.7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,37,NA,NA,NA,34,NA,NA,NA,25,NA,NA,NA,NA,76.4,76.5,862.9,898.6,NA,17.1,5.2,6,NA,2.7,NA,5.4,4.3,NA,20.7,19.7,NA,NA,NA,NA,NA,30.6,194.4,NA,67.7,57.5,33.5,NA,NA,184,312
51,31,Dixon,Nebraska,NE,56,"frontier status, population size, poverty, age, population density",39,6155,13,8.9,25.7,57.1,14.3,2.9,98.9,0,0.6,0.4,7.5,730,127,109,370,231,3,4,3,11,4,8,2,4,3,26050,1,1,1,1,1,1,NA,22.2,NA,22.7,NA,26.6,8.8,815,1046,94,16.2,32.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,32,NA,NA,NA,38,NA,NA,NA,21,NA,NA,NA,NA,79,76.5,709.6,898.6,14.2,17.1,5.2,6,NA,6.5,1,11.1,3.6,1.6,22,14.9,1.4,NA,1.4,0,NA,11.7,179.7,NA,36.7,30.5,58.7,NA,16.1,804,681
53,31,Dodge,Nebraska,NE,26,"frontier status, population size, poverty, age",40,36078,68,9.6,24.5,58.1,14.4,3,97.7,0.7,0.4,0.7,6.5,3970,863,694,2197,1369,11,4,4,22,4,20,5,4,4,577966,1,1,1,1,1,1,NA,26.6,79,25.3,28.1,23.4,6.8,3868,6120,696,63.8,58.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,17,NA,NA,NA,25,NA,NA,NA,20,NA,NA,NA,NA,78.3,76.5,812.3,898.6,15.3,17.1,5,6,7.9,6.6,1,11.9,2.9,1.4,29.9,19.2,5.5,NA,3,2.5,27.4,27,113.9,NA,56,22.9,71.5,7.9,20.5,2356,2070
55,31,Douglas,Nebraska,NE,10,"frontier status, population size, poverty, age",36,486929,1471,10.8,27.1,62.2,9.2,1.5,83.8,11.7,0.6,2.2,8.6,39525,12041,8544,28631,18492,27,4,14,116,3,170,226,4,85,993232,1,1,1,1,1,1,NA,22,82,22.2,21.5,22.8,6.1,49726,51455,8987,154,66.1,1,2,50,57,NA,53,20,13,NA,13,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,23,NA,NA,NA,43,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,25,17,11,NA,NA,12,17,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,13,37,28,33,23,20,22,15,14,26,25,21,17,22,24,29,24,NA,76.8,76.5,858.9,898.6,11.8,17.1,5,6,10.9,7.7,1.4,12.7,3.5,2.1,32.9,17.7,7.4,7.4,5.3,2.1,27,22,123.1,6.3,62.6,11.4,56.9,10.9,19,23667,10979
57,31,Dundy,Nebraska,NE,79,"frontier status, population size, poverty, age",33,2133,2,11.4,20.5,57.7,17.7,4,98.2,0,0.8,0.7,3.6,270,45,40,136,77,1,4,0,8,4,3,0,3,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4.6,373,455,38,46.9,46.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,32,NA,NA,NA,37,NA,NA,NA,20,NA,NA,NA,NA,77.5,76.5,792,898.6,NA,17.1,3.1,6,NA,7.2,NA,10.2,NA,2.1,14.9,14.2,NA,NA,NA,NA,NA,NA,175.5,NA,32.6,NA,48.4,NA,24.4,235,338
59,31,Fillmore,Nebraska,NE,54,"frontier status, population size, poverty, age, population density",38,6385,11,9.5,24.3,54.4,17.6,3.7,98.9,0.3,0.7,0.1,2.5,518,107,97,391,233,1,3,2,4,3,7,0,3,3,NA,1,1,1,1,1,1,NA,32.8,80.8,21.1,NA,10.7,9.5,643,1330,89,62.6,31.3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,37,NA,NA,NA,41,NA,NA,NA,19,NA,NA,NA,NA,79.2,76.5,823.5,898.6,9.4,17.1,4.5,6,NA,4.8,0.8,8.3,2.6,2.9,17.5,17.8,6,NA,4.5,1.5,22.8,14.8,225.5,NA,50.2,24.1,59.3,NA,18.7,736,970
61,31,Franklin,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,3421,6,11.6,21.6,54.4,19.5,4.5,99.3,0,0.4,0.1,0.7,347,63,50,216,127,1,4,1,5,4,4,0,3,1,NA,1,1,1,1,1,1,NA,NA,90.3,NA,NA,22,11.7,480,820,82,58.5,58.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,22,NA,NA,NA,33,NA,NA,NA,19,NA,NA,NA,NA,77.7,76.5,867,898.6,16.4,17.1,5.7,6,NA,4.9,NA,8,2.3,NA,16.7,9.8,NA,NA,NA,NA,NA,39.4,157.3,NA,64.8,43.1,82.3,NA,21.2,348,592
63,31,Frontier,Nebraska,NE,82,"frontier status, population size, poverty, age",37,2795,3,10.6,24.2,56.6,16,3.3,98.9,0.1,0.3,0.3,1.2,216,46,51,172,114,1,4,1,0,3,4,0,3,1,NA,1,1,1,1,1,1,NA,20.1,NA,26.5,NA,18.9,6.7,485,479,40,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,20,NA,NA,NA,34,NA,NA,NA,18,NA,NA,NA,NA,77.7,76.5,735.1,898.6,16.1,17.1,4.9,6,NA,7.3,1.7,12.3,2.6,1.7,16.6,12.7,NA,NA,NA,NA,NA,NA,113,NA,28.6,46.2,26.6,NA,NA,302,306
65,31,Furnas,Nebraska,NE,58,"frontier status, population size, poverty, age, population density",48,5019,7,11.1,22.3,54.7,18.4,4.6,98.8,0.1,0.4,0.3,1.3,564,93,105,314,178,7,4,2,9,4,6,0,3,2,NA,1,1,1,1,1,1,NA,22.8,88.8,24,NA,20.1,5.5,697,1291,158,59.8,39.8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,24,NA,NA,NA,34,NA,NA,NA,18,NA,NA,NA,NA,77.7,76.5,891.2,898.6,15.2,17.1,5.6,6,NA,3.6,0.3,6.2,2.4,1.4,16.4,17.3,7.8,NA,2,5.9,NA,22.9,178.7,NA,39.9,31.4,78.5,NA,32.4,578,941
